,reviews
1647,"

  this my second purchase. I bought two pairs and gifted to my relatives. I am hopping to buy more. best mask I have ever purchased till date.

"
1648,"

  Good product ... sellers should think to provide gpod masks for leeser money in corona situations

"
1649,"

  Recieved one out of two. Not that useful through.

"
1650,"

  Looks fake product. No packaging or certification

"
1651,"

  Comes in lose package.Size also different than my privious one.Doubtful for authentication.

"
1652,"

  I just see 2 layer of cloth. No filters. Not sure who approved this mask as N95. N95 standard not met.

"
1653,"

  Strap size reduced thab bought previously and also strap broke from mask on days of use

"
1654,"

  Not comfortable and the straps are incorrectly stitched.. Not worth the price.. I doubt this is an N-95 mask as it claims.

"
1655,"

  good product

"
1656,"

  This is not standard quality and free flow of Air in side the mask may not arrest the bacteria and dust.This type of quality is not expected from the Venus Company.

"
1657,"

  Very good product and fits well to mouth, provides full safety

"
1658,"

  Original authentic N95 masks in separate sealed packs. Verified from CDC NIOSH website. Bought from Bloom enterprises.

"
1659,"

  Product is ok.But price is high.

"
1660,"

  Fake mask. The straps are just stapled.

"
1661,"

  It’s essential now. Quality is good.

"
1662,"

  They don't look original, straps come out when you try to put them on.

"
1663,"

  The strings are not durable.

"
1664,"

  Total comfort.But description says we can use only once.

"
1665,"

  nice and useful product

"
1666,"

  good quality and very comfortable

"
1667,"

  we have to ware it above the head but shows side ways on the website and the elastic color is yellow and it shows red..

"
1668,"

  Out of 2 masks, 1 was defective(torn), but cannot be returned. :(It is a very thin product.Probably not original.Waste of Money.Need my Money Back.

"
1669,"

  Good product and original product sell by cloudtail business ,must buy product from cloudtail business for product original। guarantee

"
1670,"

  Quality ptoduct

"
1671,"

  Well designed face mask to fit face to avoid fogging of spectacle glasses and discomfort behind ears.  Best for even doctors in the  hospital or even travelling for long time

"
1672,"

  Masks were delivered without any packaging. Masks are good.

"
1673,"

  Wastage of money

"
1674,"

  Good

"
1675,"

  Average product

"
1676,"

  Good product..thank you

"
1677,"

  Do not buy

"
1678,"

  Poor packaging in unprofessional way, double folded. Venus logo stamping dull creates doubt about originality.

"
1679,"

  Very much like

"
1680,"

  Good

"
1681,"

  Its a great mask but u wouldnt want to wear it for a long time ,no issues otherwise.

"
1682,"

  Our family has been depending on these masks through this covid kaal. I hope and pray that they take us through it properly.

"
1683,"

  Not good as I have received it without seal , it seems like duplicate products. I recommend don't buy this product. Fake product

"
1684,"

  Nice Product

"
1685,"

  Defected masks, strings coming off in both masks .. waste of money as product cannot be returned.

"
1686,"

  Fraud company, product is not as described and shown in pic. Its claims to be N95 but it is not.

"
1687,"

  In this price ok ok type product. Not very much satisfied. I get different color then pic.

"
1688,"

  Price is quite high. Misleading information.

"
1689,"

  Delivered different product

"
1690,"

  Not same item

"
1691,"

  Fine product

"
1692,"

  Front vertical fold doesnot stand straight....it folds upon itself... Very nice fitting 👍

"
1693,"

  It's elastic is made of very poor quality

"
1694,"

  Good

"
1695,"

  Don’t buy this product. It might suffocate before any virus gets to you

"
1696,"

  Good product, value for money, PackagingShould be improved......

"
1697,"

  Received damage product with no thread. As there is no return policy not able to return it

"
1698,"

  Nice quality,comfortable and affordable price...

"
1699,"

  Packaging was not good .masks were folded ....really doubt that they are original n95 or not

"
1700,"

  Looks original. Fits well

"
1701,"

  Good product

"
1702,"

  Comfort

"
1703,"

  Very Good Product

"
1704,"

  buy only if sold by cloudtail. all masks have unique certificate number.

"
1705,"

  Best in category as compared to  the price.

"
1706,"

  Not bad

"
1707,"

  When I aopen packet and when I wear I time strap break automatically

"
1708,"

  Not worthy of money and not re usable

"
1709,"

  I got grey with yellow straps

"
1710,"

  Dashing quality

"
1711,"

  Original product.

"
1712,"

  This pandemic time fast delivered nice

"
1713,"

  Proper N95 mask but not recommended for health care use(by the manufacturer)

"
1714,"

  The product is very cheap not at all worth  , pl do not waste your money , rest is your decision . Amazon pl ban this seller

"
1715,"

  Waste of money.. not fitting to face since Strap is long, and poor quality

"
1716,"

  product is fake.

"
1717,"

  Ordered for 2 quantity pack of 2And got delivered only 2 peices

"
1718,"

  Product quantity not better

"
1719,"

  Size is very small , doesn't fit. Waste of money.

"
1720,"

  Jhakkas

"
1721,"

  In this crisis this mask is valued for Money

"
1722,"

  Very nice..

"
1723,"

  Seems good

"
1724,"

  Comfort

"
1725,"

  Please do not order it's not as shown in the picture!

"
1726,"

  Good product

"
1727,"

  strap and packing very poor

"
1728,"

  This product is not Comfortable & Valuable

"
1729,"

  It is a value for money product. Thank you Amazon.

"
1730,"

  This is not worth

"
1731,"

  Great product.Airtight fit, but soft.

"
1732,"

  nice

"
1733,"

  It is good in quality and comfort to wear.

"
1734,"

  It's good values for money

"
1735,"

  Don't waste your money.

"
1736,"

  Poor quality

"
1737,"

  Good product in this price.

"
1738,"

  Not looks  like genuine product

"
1739,"

  Poor quality

"
1740,"

  Average product

"
1741,"

  Very low quality

"
1742,"

  Does not look smart....

"
1743,"

  The is very bad

"
1744,"

  Very bad product, Don't buy

"
1745,"

  good

"
1746,"

  Don’t buy this item

"
1747,"

  Worth

"
1748,"

  This is not a joke what are u trying to do.You guys are taking things very lightly and just an opportunity to encash the situations prevailing in the country.It seems like a boat and have end attached vertically , straightly making very unease for eyes.Highlyyyy not recommended.

"
1749,"

  Bought Venus N95 masks and used it for 15 days. Everyday washed it with soap foam & warm water, very effective & stayed clean. On 16th day put it under iron and all its layers got stuck together  destroying it. Its a great mask, made in india, not to be ironed, manage it gently.

"
1750,"

  There no plastic packing on the masks , they were just placed in amazon's packing ,As n95 masks r non washable , I had to spary disinfectant spray all over it and than put it under the sun for hours before it could use it l.

"
1751,"

  Worst packing and no safety instruction. Seller doing unethical business by using the current situation. It is not reusable too. Finally, it does not meet n95 standards.

"
1752,"

  Great product. Good quality and perfect fitting for anyone. Head loops make it perfect fit for large head like me.

"
1753,"

  moneylife foudations revealing story of mask which was sold in feb for 18 is now sold for multifolds to make it difficult for healthworkers to consume

"
1754,"

  Price is very high.See the latest advisory regarding the prices of these masks.Can’t be sold more than RS. 100to150

"
1755,"

  Really its not even worth 150/ mask . It has open holes in it. Maximum price for this quality should be 50.Not worth the price...

"
1756,"

  This is jus industrial n95FFp 1You need ffp 2 for protectionNot good for protection against any virus

"
1757,"

  Original n95 mask.i want to buy another 10 lack of 5.pleas make it available soon

"
1758,"

  Is it N95 or just respiratory

"
1759,"

  Good but relatively costly.

"
1760,"

  Stupit mask

"
1761,"

  Fake item. Dont buy.

"
1762,"

  Made in china

"
1763,"

  Very good product but packaging is not good all masks just wrapped in paper

"
1764,"

  Received today only. Colour is different but quality as expected. Good one.

"
1765,"

  Elastic loops have come off very soon and the mask edges are also sharp, not a good product to buy. Waste of money.

"
1766,"

  Very good product

"
1767,"

  LOOSE PACKING NO NEW BOX PACKING.

"
1768,"

  LOOSE PACKING NO NEW BOX PACKING.

"
1769,"

  Very bad quality. I have bought same product from medical stores many times. But I bought this online twice, and both the time they sent very bad quality product. Band of mask got torn after 1st use. Total waste of money. It hurts as it is covid time and mask is like bread and butter to us.

"
1770,"

  This product is substandard. I very much think is not original N95 as it states. As I had to use it in the hospital  setting the authencity of the product was paramount. But the straps gave away in all the masks which I had purchased  and also the fit was not snug as it should be. There was air leak. There was a difference  in the venus N95 brought from the medical shops and through amazon.Very disappointed and it is a high risk to buy this product

"
1771,"

  I placed order for these masks based on a mask i received from a very well known hospital.However the masks I received through Amazon are pretty bad in quality.1. The string came off from a couple of them within 10 minutes of use.2. The material is much thinner than the one I have used earlier as mentioned above.

"
1772,"


  Your browser does not support HTML5 video.


   I think it is a duplicate product.look difference between the Ist and 2nd image.Entirely different product and quality is also bad.Image in 2nd was good and that is why I purchase in the 2nd time ,but cheated.look the difference in logo and certification

"
1773,"

  Ordered yellow stip mask but got red strip mask, quality is very poor, seal is bad , seems like its fake. I have breathing difficulty whole using.Using N95 since several months but completely fake item this time from amazon

"
1774,"

  Worst masks.. they are extremely thin and useless.. not expected from Amazon. This is not the way of making money by fooling customers. If Amazon cannot provide decent products you might as well shut down

"
1775,"

  First time ordered but no complaints but my second order was low in quality,  very upset.  My  first order price was 169 and second was 100 per piece

"
1776,"

  V bad quality. I doubt if it is orinal venus mask. Till now I've used two masks only and both  mask's strap got broken in first use itself.

"
1777,"

  Quality is average. Received in dirty condition.

"
1778,"

  Very poor quality. Straps broken on first wear itself.

"
1779,"

  Very bad quality. I have bought same product from medical stores many times. But I bought this online twice, and both the time they sent very bad quality product. Band of mask got torn after 1st use. Total waste of money. It hurts as it is covid time and mask is like bread and butter to us.

"
1780,"

  This product is substandard. I very much think is not original N95 as it states. As I had to use it in the hospital  setting the authencity of the product was paramount. But the straps gave away in all the masks which I had purchased  and also the fit was not snug as it should be. There was air leak. There was a difference  in the venus N95 brought from the medical shops and through amazon.Very disappointed and it is a high risk to buy this product

"
1781,"

  I placed order for these masks based on a mask i received from a very well known hospital.However the masks I received through Amazon are pretty bad in quality.1. The string came off from a couple of them within 10 minutes of use.2. The material is much thinner than the one I have used earlier as mentioned above.

"
1782,"


  Your browser does not support HTML5 video.


   I think it is a duplicate product.look difference between the Ist and 2nd image.Entirely different product and quality is also bad.Image in 2nd was good and that is why I purchase in the 2nd time ,but cheated.look the difference in logo and certification

"
1783,"

  Ordered yellow stip mask but got red strip mask, quality is very poor, seal is bad , seems like its fake. I have breathing difficulty whole using.Using N95 since several months but completely fake item this time from amazon

"
1784,"

  Worst masks.. they are extremely thin and useless.. not expected from Amazon. This is not the way of making money by fooling customers. If Amazon cannot provide decent products you might as well shut down

"
1785,"

  First time ordered but no complaints but my second order was low in quality,  very upset.  My  first order price was 169 and second was 100 per piece

"
1786,"

  V bad quality. I doubt if it is orinal venus mask. Till now I've used two masks only and both  mask's strap got broken in first use itself.

"
1787,"

  Quality is average. Received in dirty condition.

"
1788,"

  Very poor quality. Straps broken on first wear itself.

"
1789,"

  Can wear

"
1790,"

  great product. a pack of 7 n95 masks..

"
1791,"

  GoodValue for money

"
1792,"

  Flank

"
1793,"

  Quality is poor, strings break in one use only.Not much durable.Not happy with the product.Poor quality product, not worth

"
1794,"

  Besy in Class

"
1795,"

  Product is good. But head band issue  it's broken while wearing it.

"
1796,"

  Rejected lotSome masks doesn't have pinSome have uneven cutsSome have holes

"
1797,"

  Good product original one value for money.

"
1798,"

  Comfort and very protective

"
1799,"

  Not as per standard, not the original one.

"
1800,"

  Good

"
1801,"

  Besy in Class

"
1802,"

  Product is good. But head band issue  it's broken while wearing it.

"
1803,"

  Rejected lotSome masks doesn't have pinSome have uneven cutsSome have holes

"
1804,"

  Good product original one value for money.

"
1805,"

  Comfort and very protective

"
1806,"

  Not as per standard, not the original one.

"
1807,"

  Good

"
1808,"

  Ok

"
1809,"

  Hardly a Ffp1mask. Poor fabric. Poor elastic bands. Use a surgical mask

"
1810,"

  Ok

"
1811,"

  Hardly a Ffp1mask. Poor fabric. Poor elastic bands. Use a surgical mask

"
1812,"

  The masks were received without any official Venus plastic covering/packaging- maybe Venus just sells the masks in a simple plastic cover. Also, the finishing of the Venus N95 masks seems to be somewhat poor as the 2 bands on the mask looked somewhat frayed at the ends. The other issue noticed with one mask of the 3 purchased was that the Venus logo, Lot no. and approval number stamp was a little too dark and distorted, while the stamping was a little faded/too light on another mask. Thus the authenticity of the Venus N95 masks cannot be determined for certain by me unfortunately. Although the CDC website does confirm that this model of Venus masks are N95 masks with the following Approval Number: 84A-8126 which was printed on these masks as well, but the Lot Number of the masks could not be verified and even verification of these two numbers do not give the wearer complete certainty of the genuineness of the masks received for various obvious reasons.

"
1813,"

  Went for this mask because of brand  but very poor quality, small size,strings easily broken etc.And good example of 'aapda me avsar' earlier price 5 pieces for 279 rupees now very costly

"
1814,"

  Bought this because I wanted a quality product. It had a NIOSH approval too. Was very disappointed. Started from the packaging which was very flimsy. No box apart from the Amazon carton. Just a flimsy plastic wrap outside the masks. Wore it for no more than 6 hours and this happened. The seams have already started to come off.

"
1815,"

  It's a gud product not excellent one. I pull the straps it's really gud those never come off easily.i give 7.5 out of 10. But it's doubt that are these 3 masks worth of 579 ? (With all taxes included)

"
1816,"

  Comfortable and durable with reasonable pricing.

"
1817,"

  Size is little bit small.

"
1818,"

  Good

"
1819,"

  No lot numbner

"
1820,"

  Horrible quality and defective masks which are torn

"
1821,"

  Fake product

"
1822,"

  The masks were received without any official Venus plastic covering/packaging- maybe Venus just sells the masks in a simple plastic cover. Also, the finishing of the Venus N95 masks seems to be somewhat poor as the 2 bands on the mask looked somewhat frayed at the ends. The other issue noticed with one mask of the 3 purchased was that the Venus logo, Lot no. and approval number stamp was a little too dark and distorted, while the stamping was a little faded/too light on another mask. Thus the authenticity of the Venus N95 masks cannot be determined for certain by me unfortunately. Although the CDC website does confirm that this model of Venus masks are N95 masks with the following Approval Number: 84A-8126 which was printed on these masks as well, but the Lot Number of the masks could not be verified and even verification of these two numbers do not give the wearer complete certainty of the genuineness of the masks received for various obvious reasons.

"
1823,"

  Went for this mask because of brand  but very poor quality, small size,strings easily broken etc.And good example of 'aapda me avsar' earlier price 5 pieces for 279 rupees now very costly

"
1824,"

  Bought this because I wanted a quality product. It had a NIOSH approval too. Was very disappointed. Started from the packaging which was very flimsy. No box apart from the Amazon carton. Just a flimsy plastic wrap outside the masks. Wore it for no more than 6 hours and this happened. The seams have already started to come off.

"
1825,"

  It's a gud product not excellent one. I pull the straps it's really gud those never come off easily.i give 7.5 out of 10. But it's doubt that are these 3 masks worth of 579 ? (With all taxes included)

"
1826,"

  Comfortable and durable with reasonable pricing.

"
1827,"

  Size is little bit small.

"
1828,"

  Good

"
1829,"

  No lot numbner

"
1830,"

  Horrible quality and defective masks which are torn

"
1831,"

  Fake product

"
1832,"

  Worst product

"
1833,"

  Would rate is zero if possible, I have been using Venus n95 mask for last 10 year in industrial boiler section and I can say proudly that this are fake 100% theres no doubt about it.On all 5 mask nose pin change it position in 2 days and end fitting where all layer are stamped started loosing..Don't buy it.

"
1834,"

  Wow.!! Simply awesome mask... Fits perfectly.. no hesitation for breathing.. quality of material is also very nice.. side strip also very soft. No pain in ear while wearing... Thank you seller and amazon for providing such amazing and good quality of mask... Very useful...

"
1835,"

  I don't want to give even single star,I bought it previously then it was good,but this time it is of very  very very  low quality.First time use band detaches from the mask,very  thin wall.

"
1836,"

  It's very good mask,  quite comfortable. Easy to breath while covering the entire face, Worth to money

"
1837,"

  Came in open plastic covers. Cannot say it's genuine. Seems to be made of thin non standard material with less number of layers than what it should have. Don't feel safe wearing it outside.

"
1838,"

  Good product for elders... please make small size cup for kids too.

"
1839,"

  Genuine masks. Gonna buy it again.

"
1840,"

  Seems duplicate

"
1841,"

  Good product, It’s comfortable to wear, covers nose to chin properly, the band can be adjusted to face size.

"
1842,"

  Mask quality is awesome. I highly recommend to  those who wants to buy n95 mask. All mask came with a separate package.

"
1843,"

  Would rate is zero if possible, I have been using Venus n95 mask for last 10 year in industrial boiler section and I can say proudly that this are fake 100% theres no doubt about it.On all 5 mask nose pin change it position in 2 days and end fitting where all layer are stamped started loosing..Don't buy it.

"
1844,"

  Wow.!! Simply awesome mask... Fits perfectly.. no hesitation for breathing.. quality of material is also very nice.. side strip also very soft. No pain in ear while wearing... Thank you seller and amazon for providing such amazing and good quality of mask... Very useful...

"
1845,"

  I don't want to give even single star,I bought it previously then it was good,but this time it is of very  very very  low quality.First time use band detaches from the mask,very  thin wall.

"
1846,"

  It's very good mask,  quite comfortable. Easy to breath while covering the entire face, Worth to money

"
1847,"

  Came in open plastic covers. Cannot say it's genuine. Seems to be made of thin non standard material with less number of layers than what it should have. Don't feel safe wearing it outside.

"
1848,"

  Good product for elders... please make small size cup for kids too.

"
1849,"

  Genuine masks. Gonna buy it again.

"
1850,"

  Seems duplicate

"
1851,"

  Good product, It’s comfortable to wear, covers nose to chin properly, the band can be adjusted to face size.

"
1852,"

  Mask quality is awesome. I highly recommend to  those who wants to buy n95 mask. All mask came with a separate package.

"
1853,"

  Nose pin was not proper

"
1854,"

  Quality of mask

"
1855,"

  I used to think venus is the best N95 mask. You proved me wrong.

"
1856,"

  Mask is too large to wear...Difficult to breath in this mask...

"
1857,"

  while wearing the ear portion connected was removed on all 3 sides

"
1858,"

  One piece was torn..i think this is not original

"
1859,"

  good one

"
1860,"

  Horrible masks !!

"
1861,"

  Best quality 👍🏼

"
1862,"

  It is very comfortable and breathable mask . It's fits perfectly .It's cloth quality is awesome.

"
1863,"

  It covers from nose to mouth alright. But you feel like some cloth clip has been kept on your nose, because of the adjustable metal nose strip. Once you adjust it, it dents and deforms, making it really hard to bring it back to proper shape. :( Dunno what to do

"
1864,"

  Very disappointed. The masks arrived in an amazon envelope. Inside the masks were packed in ziplock bag. That means they are not packed by the manufacturers but by Amazon. Very unhygenic.Moreover, the colour is green😱

"
1865,"

  Gets torn vry easily

"
1866,"

  The mask is fine. Although the colour of the mask was not turquoise but white. please make sure you do not misrepresent any product.

"
1867,"

  Authenticated Venus product....bulilt quality is superb, comfortable to wear, fits well around the mouth and nose.

"
1868,"

  Total waste of money  . Fraud also . don't buy .

"
1869,"

  Once you wear, unable to breath, please don't buy.

"
1870,"

  Slightly loose and overall fit was not as per expectations... could be better

"
1871,"

  Not that good at nose pinStraps not like in display

"
1872,"

  It covers from nose to mouth alright. But you feel like some cloth clip has been kept on your nose, because of the adjustable metal nose strip. Once you adjust it, it dents and deforms, making it really hard to bring it back to proper shape. :( Dunno what to do

"
1873,"

  Very disappointed. The masks arrived in an amazon envelope. Inside the masks were packed in ziplock bag. That means they are not packed by the manufacturers but by Amazon. Very unhygenic.Moreover, the colour is green😱

"
1874,"

  Gets torn vry easily

"
1875,"

  The mask is fine. Although the colour of the mask was not turquoise but white. please make sure you do not misrepresent any product.

"
1876,"

  Authenticated Venus product....bulilt quality is superb, comfortable to wear, fits well around the mouth and nose.

"
1877,"

  Total waste of money  . Fraud also . don't buy .

"
1878,"

  Once you wear, unable to breath, please don't buy.

"
1879,"

  Slightly loose and overall fit was not as per expectations... could be better

"
1880,"

  Not that good at nose pinStraps not like in display

"
1881,"

  Out off 25 masks, there is a hair inside one pack and overall quality is poor. Totally this product is not worth Rs-1465.

"
1882,"

  Out off 25 masks, there is a hair inside one pack and overall quality is poor. Totally this product is not worth Rs-1465.

"
1883,"

  The straps gets cut once you get and stretch. It happened with me and as well as for two more people. This is even with the single use case. I had one from earlier purchase, that seems ok, but this purchase of 20 was a problem, as the mask no longer serves the purpose. Requesting the company officials to ensure that this does not happen. This snaps at a flight or in a common place and you are exposed completely. My experience was as early as yesterday. Not able to send photo, as i disposed off the maskNeed a reply from the company

"
1884,"

  Venus masks are one of the only trusted true N95 for medical professionals. My wife is a doc and she uses it every day. Some people suggest to reuse but I never suggest the same for these masks. Use it for the duty time and just dispose it

"
1885,"

  Almost all the masks are defective and torn... one day I was wearing a defective and torn mask for almost half the day in the office..

"
1886,"

  Not good one,  also thread gets broken faster...

"
1887,"

  Not an original one. It's duplicate product. Quality is far lower than original one. Very disappointing.

"
1888,"

  The straps gets cut once you get and stretch. It happened with me and as well as for two more people. This is even with the single use case. I had one from earlier purchase, that seems ok, but this purchase of 20 was a problem, as the mask no longer serves the purpose. Requesting the company officials to ensure that this does not happen. This snaps at a flight or in a common place and you are exposed completely. My experience was as early as yesterday. Not able to send photo, as i disposed off the maskNeed a reply from the company

"
1889,"

  Venus masks are one of the only trusted true N95 for medical professionals. My wife is a doc and she uses it every day. Some people suggest to reuse but I never suggest the same for these masks. Use it for the duty time and just dispose it

"
1890,"

  Almost all the masks are defective and torn... one day I was wearing a defective and torn mask for almost half the day in the office..

"
1891,"

  Not good one,  also thread gets broken faster...

"
1892,"

  Not an original one. It's duplicate product. Quality is far lower than original one. Very disappointing.

"
1893,"

  Item arrived on time at this time of lockdown also!  Original product with genuine ISI mark was provided!Thank you so much!  As a Doctor, it was a sigh of relief to receive the packet coz we need it first!  Thank you so much!  Stay at home Because We stay at Hospital for You!

"
1894,"

  Price is above normal at this time of crisis

"
1895,"

  Not sure how to go ahead with this feedback. I am relieved to have a face mask at this point of time but feeling overly cheated at the high price of 700 for 2 masks. I am not sure what is stopping our honourable PM to take action against such unethical practices in such a pandemic situation.

"
1896,"

  comfortablebut material 3star out of 5 .Good packingin time Delivered. thank you Amazon

"
1897,"

  Received damaged product, the valve is broken

"
1898,"

  Nice products

"
1899,"

  Casues suffocation!!!There's no room for fresh air circulation!!! The picture and product are same but the quality of material used for preparing the product is not breathable

"
1900,"

  The filter is a farce. It is just a valve. droplets can easily enter when you breath

"
1901,"

  Good quality. Price is affordable. Thank you Amazon for the fast delivery.

"
1902,"

  This is the worst mask ever used. This cannot be more than 10 apiece. Amazon should blacklist this company. I will write a complaint against this company soon. The mask received does not even match the one shown in the picture.

"
1903,"

  Item arrived on time at this time of lockdown also!  Original product with genuine ISI mark was provided!Thank you so much!  As a Doctor, it was a sigh of relief to receive the packet coz we need it first!  Thank you so much!  Stay at home Because We stay at Hospital for You!

"
1904,"

  Price is above normal at this time of crisis

"
1905,"

  Not sure how to go ahead with this feedback. I am relieved to have a face mask at this point of time but feeling overly cheated at the high price of 700 for 2 masks. I am not sure what is stopping our honourable PM to take action against such unethical practices in such a pandemic situation.

"
1906,"

  comfortablebut material 3star out of 5 .Good packingin time Delivered. thank you Amazon

"
1907,"

  Received damaged product, the valve is broken

"
1908,"

  Nice products

"
1909,"

  Casues suffocation!!!There's no room for fresh air circulation!!! The picture and product are same but the quality of material used for preparing the product is not breathable

"
1910,"

  The filter is a farce. It is just a valve. droplets can easily enter when you breath

"
1911,"

  Good quality. Price is affordable. Thank you Amazon for the fast delivery.

"
1912,"

  This is the worst mask ever used. This cannot be more than 10 apiece. Amazon should blacklist this company. I will write a complaint against this company soon. The mask received does not even match the one shown in the picture.

"
1913,"

  The quality is not even worth 5 Rupees. its clear overcharging for a  face mask not even worth it. I would avoid it at any cost next time.

"
1914,"

  Product arrived well before expected date of delivery even in lockdown time  I am a doctor needing masks so this quick delivery has really helped  very very happy

"
1915,"

  Mask sent is sub standard and 2 nd handDonot purchaseIt is not worth even a pennu

"
1916,"

  Very bad quality

"
1917,"

  It’s very breathable. It has adjustable nose clip and adjustable beads on the loops/head straps. It’s perfect for wearing long time.

"
1918,"

  Item is not as described in web, suppose to receive two pieces of mask, only one piece is recived.

"
1919,"

  It's adjutable metallic nose pin is unique. Fits comfortably as per the requirement.Most comfortable, you can wear it for hours together continuously.

"
1920,"

  Comfortable, tight fit

"
1921,"

  Nice product

"
1922,"

  I got two masks. Quality is decent. But the elastic is too small. Only kids can use this comfortably.

"
1923,"

  Third class quality. First time i am feeling cheated by amazon.Low quality product and its showing as venus.

"
1924,"

  Received different product/different color and not able to ascertain whether it is original or not as it came only with plastic pouch.

"
1925,"

  its totaly different collr it shown as yellow bt delivery grey colour otherwiae good comfortable material

"
1926,"

  Used this mask from last one and half month bt at the time of lockdown it's very expensive

"
1927,"

  Waste of money. Pesk time hike price was quoted

"
1928,"

  Good and healthy

"
1929,"

  I love ur product

"
1930,"

  A bit costly according to the quality of product

"
1931,"

  All good. Received the said product on time and the quality of the product is good.

"
1932,"

  It doesn't seems to be a original product.  It came in loose packaging. No brand packaging or box.

"
1933,"

  Amazing mask, does the job..covers the mouth and nose completely..

"
1934,"

  Its a duplicate venus.Mask has not any tag or symbol of venus.Totally, fake product.

"
1935,"

  Poor quality mask at higher rates..!!I doubt it’s a duplicate Venus mask..Haven’t expected this from a big brand like Amazon..!! Disappointed 😌

"
1936,"

  Packaging was unsatisfactory

"
1937,"

  Product is good but packaging is very poor and its a little over priced. Otherwise better than all other masks in the market .

"
1938,"

  useful for saving most part of the face in the covidian times

"
1939,"

  Can you confirm if the product is original as the marking on mask do not match with the one shown on Amazon

"
1940,"

  Looks like old product..colour faded from yellow mask, material not good. Packaging was worst.

"
1941,"

  It fits well. Easy to breathe. It doesn't completely avoids sweating.

"
1942,"

  Super expensive and below average quality for the price

"
1943,"

  nice product and breathable mask

"
1944,"

  Good

"
1945,"

  The metal clip on right side broke. Not good quality.

"
1946,"

  Cost is high products is not good

"
1947,"

  Go for N95

"
1948,"

  Perfect !

"
1949,"

  Best mask for protecting from virus

"
1950,"

  This product is duplicate

"
1951,"

  Price to high.......

"
1952,"

  Good quality but not N95

"
1953,"

  Worthless.. Cheap material used..

"
1954,"

  Nice product

"
1955,"

  colour will be changed

"
1956,"

  Very good

"
1957,"

  I received only one...its not a pack of 2

"
1958,"

  The pocket had already been blown out

"
1959,"

  Good

"
1960,"

  Good

"
1961,"

  Good

"
1962,"

  Duplicate Product

"
1963,"

  Duplicate content dont waste money

"
1964,"

  Stupuled very badTear in a day

"
1965,"

  Value for Money.

"
1966,"

  I like this

"
1967,"

  Duplicate

"
1968,"

  Expensive

"
1969,"

  Average product

"
1970,"

  Like

"
1971,"

  Good

"
1972,"

  Very bad product.. Not buy

"
1973,"

  Vary good

"
1974,"

  Good

"
1975,"

  The tags are pinned using a stappler and it pricks and it NOT A N95 mask .... Its not returnable ..... Its a Bad Product

"
1976,"

  Final product is completely different from what is shown or advertise. Its complete wastage of money.Don't buy it.

"
1977,"

  Not good for virus protection as it is ffp1 instead of ffp2

"
1978,"

  Stop exploiting consumers in this high time. This mask in market hardly costs rupees 40.  Bad experience.

"
1979,"

  Quality is not at all good. The elasticity of the head strap is gone. And the head strap is too loose even for people with large head.and mostly it appears like already used by someone.

"
1980,"

  Fits large face

"
1981,"

  Valve quality is not good ... It does has space in between ...

"
1982,"

  Very very low quality

"
1983,"

  This mask got a strap that is stappled and at any time it can go and one of the mask which I got didn't had it properly stappled.

"
1984,"

  The paking is local not good. Other than that it is ok

"
1985,"

  Value for money.

"
1986,"

  Packing of products is very local.not a value of money

"
1987,"

  NYC

"
1988,"

  This mask got a strap that is stappled and at any time it can go and one of the mask which I got didn't had it properly stappled.

"
1989,"

  The paking is local not good. Other than that it is ok

"
1990,"

  Value for money.

"
1991,"

  Packing of products is very local.not a value of money

"
1992,"

  NYC

"
1993,"

  When I wrapped than I saw that 6 masks out of 10 have found damaged From strap side which cannot be effective at the time of using these masks

"
1994,"

  When I wrapped than I saw that 6 masks out of 10 have found damaged From strap side which cannot be effective at the time of using these masks

"
1995,"

  Duplicate mask...quality not good...

"
1996,"

  Duplicate mask...quality not good...

"
1997,"

  In descryption its says grey colour but delivered white, respirator colour also different. Doesnt comes in any kind of sealed packed so definitely not sanitised.  Not that much of comfortable as distorts vision.Also the headbands are stapled which irritates the skin.

"
1998,"

  The valve colour is white,whereas in the image,it is red. I purchased it for red valve. Otherwise,the mask is very good.

"
1999,"

  Filter colour not red

"
2000,"

  I dislike the product

"
2001,"

  Please provide life of this mask

"
2002,"

  In descryption its says grey colour but delivered white, respirator colour also different. Doesnt comes in any kind of sealed packed so definitely not sanitised.  Not that much of comfortable as distorts vision.Also the headbands are stapled which irritates the skin.

"
2003,"

  The valve colour is white,whereas in the image,it is red. I purchased it for red valve. Otherwise,the mask is very good.

"
2004,"

  Filter colour not red

"
2005,"

  I dislike the product

"
2006,"

  Please provide life of this mask

"
2007,"

  The product delivered is faulty. The mask delivered doesn't have any similarity with amazon product photographs. There is no direction how to use. It's very evident they are just doing business in the wake of this pandemic and not paying attention to the product itself! And it is not cheap either!

"
2008,"

  Cheap knockoff product and predatory pricing considering the current corona scare. Would rather use a surgical mask than this. Returned immediately.

"
2009,"

  Design not as per standards. It is illogical and not as per picture shown. Strap not in right position and build quality weak.  Strap has come off. Defective design. Duped. Manufacturer should be penalised.

"
2010,"

  It's not what is shown in product image. It's not N95, it's just another cheap good for nothing mask. Please don't waste your money. I was not expecting this from seller cloudtail, they are duping customers!

"
2011,"

  It is not n95 mask and seems a duplicate product. Looking at the product quality it is clearly said that it is overpriced and duplicate one which has been made by a local manufacturers using the cheap material. Never recommended.

"
